complaint, summary
"The contact's 2002 Ford Explorer was involved in a head-on collision at 45 mph, but the airbags did not deploy. The vehicle was totaled, and the cause of the airbag non-deployment was not investigated. Minor injuries were sustained.","Airbags failed to deploy in a head-on collision at 45 mph, resulting in totaled vehicle. Minor injuries sustained."
"The contact's 2002 Ford Explorer is making a howling sound from the rear end and leaking fluid, potentially reaching the tires and brakes. Concerns raised about safety and lack of action from Ford despite multiple complaints.","Howling sound and fluid leak from rear end pose safety risk. Ford's lack of action despite numerous complaints questioned."
"The airbag light on the dashboard of the contact's 2002 Ford Explorer flashed three times and then remained on. Dealership attributed it to seat belt tensioner issues, but Ford denied knowledge of the problem. Tensioner replaced by dealer.","Airbag light flashing on dashboard, attributed to seat belt tensioner issues. Ford denies knowledge of problem, tensioner replaced by dealer."
"The contact's 2002 Ford Explorer has a persistent leak from the rear differential despite seal replacement. Suspects a defect in the differential-transmission housing.","Rear differential continues to leak despite seal replacement, suspecting defect in housing."
"A whining noise from the rear end of the contact's 2002 Ford Explorer was noticed at speeds above 30 mph. Believes it to be a common problem with certain Ford Explorers, posing a potential safety risk.","Whining noise from rear end at speeds above 30 mph, suspected common problem with certain Ford Explorers, safety concern raised."
"The contact's 2002 Ford Explorer experienced transmission issues, including failure to accelerate and decelerate properly, knocking when changing gears, and complete transmission failure. Despite dealership repairs, problems persisted.","Transmission issues including failure to accelerate properly, knocking when changing gears, and complete transmission failure. Problems persisted despite dealership repairs."
"The rear differential of the contact's 2002 Ford Explorer has a loud whine at speeds above 45 mph, starting at 30,000 miles and worsening at 55,000 miles. Concerns raised about Ford's lack of improved rear-end engineering and need for recall.","Loud whine from rear differential at speeds above 45 mph, starting at 30,000 miles. Ford's lack of improved rear-end engineering and need for recall questioned."
"The contact's 2002 Ford Explorer is on its second transmission replacement, with the first occurring just outside the extended warranty period at 77,000 miles. Similar issues with rear differential also reported.","Second transmission replacement on 2002 Ford Explorer, first occurred just outside extended warranty period. Similar issues with rear differential reported."
"The contact's 2002 Ford Explorer experienced rear brake rotor rusting issues, requiring replacement twice. Ford dealership refused to cover the cost under warranty, citing rotors as wear items.","Rear brake rotor rusting issues requiring replacement twice, dealership refused to cover cost under warranty."
"The contact's 2002 Ford Explorer had two broken rear coil springs, occurring simultaneously without apparent cause. Ford dealership refused to address the issue beyond repair at contact's cost.","Two broken rear coil springs occurred simultaneously, dealership refused to address issue beyond repair at contact's cost."
"The contact stated there are three cracks in the rear hatchback door above the emblem. The dealer and manufacturer have been alerted.","Three cracks in rear hatchback door above emblem reported to dealer and manufacturer."
"The overdrive light flashed and the check transmission light illuminated. The vehicle was taken to an independent repair shop where it was determined the transmission needed to be rebuilt.","Overdrive light flashing, check transmission light illuminated, transmission rebuilt at independent repair shop."
"The rear window shattered while the vehicle was parked in the yard. Dealership alerted. NHTSA recall #01I010000 regarding visibility: glass side/rear does not include the VIN.","Rear window shattered while parked, dealership alerted. VIN not included in NHTSA recall regarding glass side/rear."
"Multiple failures reported on 2002 Ford Explorer including transmission, starter, rear wheel bearings, airbag, pinion, electric window, and loud sounds from the rear of the car.","Multiple failures reported including transmission, starter, rear wheel bearings, airbag, pinion, electric window, and loud sounds from rear."
"Airbag light flashed on and off, diagnosed as faulty spring coming in contact with cruise control wire. Cost to fix $467.00. Ford denies warranty coverage and recalls.","Airbag light flashing due to faulty spring contacting cruise control wire. Ford denies warranty coverage and recalls."
"Rear differential housing leaking fluid. Problem fixed once under warranty but leaking again. Dealer refuses to fix again due to expired warranty.","Rear differential housing leaking fluid, previously fixed under warranty, dealer refuses to fix again."
"Vehicle automatically engaged into 4-wheel drive low while backing out of driveway. Dealer unable to duplicate problem but disengaged 4-wheel drive low.","Vehicle engaged into 4-wheel drive low automatically, dealer unable to duplicate problem but disengaged 4-wheel drive low."
"Loud noise followed by burning smell, side airbags deployed while driving 30 mph. No injuries sustained. Cause of deployment undetermined by dealer.","Loud noise followed by burning smell, side airbags deployed at 30 mph. No injuries sustained, cause undetermined."
"FOIA request reveals bulletins warning of rear lift glass disengagement and bracket rotation. Concerns raised about safety and lack of recall.","FOIA request reveals bulletins warning of rear lift glass disengagement and bracket rotation. Safety concerns raised."
"Transmission failure and rear axle noises reported on 2002 Ford Explorer.","Transmission failure and rear axle noises reported."
"Rear passenger side tire wobbled while driving 30 mph. Wheel bearings found on road. Replaced by independent repair shop.","Rear passenger side tire wobbled, wheel bearings found on road, replaced by independent repair shop."
"Roar in differential reported on Ford Explorer just after warranty. Roar becomes louder over time.","Roar in differential reported just after warranty, becoming louder over time."
"2002 Explorer hatch cracked due to contraction rate difference between window and panel glue. Cosmetic defect widespread.","2002 Explorer hatch cracked due to contraction rate difference in window and panel glue, widespread issue."
"Broke plastic body panel on rear hatch of 2002 Explorer. Vertical break occurred just after purchase. Panel cannot be patched.","Broken plastic body panel on rear hatch, vertical break occurred just after purchase, cannot be patched."
"Whining noise and fluid leakage from rear axle seal reported. Significant corrosion observed on brake assembly.","Whining noise and fluid leakage from rear axle seal reported. Significant corrosion observed on brake assembly."
"Transmission completely rebuilt at 85000 miles due to failure. Mechanic notes common failure among 2002 Ford Explorers.","Transmission completely rebuilt at 85000 miles due to failure, common issue among 2002 Ford Explorers."
"Loud howl/whine reported from rear axle area. Request for Ford to share repair cost due to widespread issue.","Loud howl/whine reported from rear axle area. Request for Ford to share repair cost due to widespread issue."
"Transmission sometimes not shifting properly, slipping between gears. Common issue reported among Ford Explorers.","Transmission sometimes not shifting properly, slipping between gears, common issue among Ford Explorers."
"Transmission failed suddenly while traveling at highway speed. Transmission covered under warranty, but replaced with used/salvaged part by dealership.","Transmission failed suddenly at highway speed, replaced with used/salvaged part by dealership."
"Loud tire roar reported at speeds over 45 mph. Dealer acknowledges noise but unable to fix.","Loud tire roar reported at speeds over 45 mph, dealer unable to fix."
"Rear coil spring defective on 2002 Explorer. Consumer seeks reimbursement.","Rear coil spring defective, consumer seeks reimbursement."
"Rear wheels shook while driving, rear differential unit showed signs of extreme wear. Manufacturer alerted.","Rear wheels shook while driving, extreme wear on rear differential unit observed, manufacturer alerted."
"Brakes failed while driving at 10 mph, pedal went to the floor. Emergency brake used to stop vehicle.","Brakes failed while driving at 10 mph, emergency brake used to stop vehicle."
"Automatic transmission failed at 30300 miles, transmission fluid burned. Consumer seeks support for class action lawsuit.","Automatic transmission failed at 30300 miles, consumer seeks support for class action lawsuit."
"O/D light flashing, car would not shift. Ford did not assist with repair.","O/D light flashing, car would not shift. Ford did not assist with repair."
"Crack in liftgate occurred spontaneously. Dealer asserts known problem with cracks in liftgate.","Crack in liftgate occurred spontaneously, known problem according to dealer."
"2002 Ford Explorer in shop multiple times for rear end noise/vibration. Problem persists despite replacement, lubrication, and adjustment.","2002 Ford Explorer in shop multiple times for rear end noise/vibration, problem persists."
"Transmission replaced at 68000 miles due to failure to shift. Previous hard shifting reported.","Transmission replaced at 68000 miles due to failure to shift, previous hard shifting reported."
"Loud howl/whine reported from rear differential. Concerns raised about reliability of vehicle at just over 100k miles.","Loud howl/whine reported from rear differential, concerns raised about vehicle reliability."
"The contact owns a 2002 Ford Explorer Sport Trac. The contact stated that after parking the vehicle the following day it was discovered that the cruise control switch located on the steering wheel had overheated and melted. The cause of the failure was not yet determined. The manufacturer was notified of the failure and the contact was informed that the VIN was not included in NHTSA Campaign Number: 09V399000 (Vehicle Speed Control). The contact stated that the vehicle had experienced the failure listed in the recall. The local dealer was not contacted. The failure mileage was 120000.","Cruise control switch on steering wheel overheated and melted, cause not determined, manufacturer notified, not included in recall."
"The contact owns a 2015 Mercedes-Benz C300. The contact stated that the air conditioning unit was emitting a musty odor. The vehicle was taken to the dealer (Mercedes-Benz of st. Clair shores, 21511 e 11 mile rd, saint clair shores, mi 48081, (586) 264-9410) where it was diagnosed that the condenser and evaporator needed to be replaced. The vehicle was repaired; however, the failure recurred. The vehicle was taken back to the dealer where it was diagnosed that the evaporator and blower motor needed to be replaced. The vehicle was not repaired. The manufacturer was made aware of the failure and stated that the VIN was not included in any recalls. The failure mileage was approximately 25,000.","Musty odor from air conditioning unit, condenser and evaporator replaced but failure recurred, evaporator and blower motor now need replacement, manufacturer notified, VIN not included in recalls."
"The contact owns a 2008 Chevrolet Tahoe. While driving approximately 5 mph, the front driver side air bag independently deployed without warning or impact. There were no injuries. The vehicle was not diagnosed or repaired. The manufacturer was notified of the failure. The failure mileage was approximately 152,000.","Front driver side air bag deployed without warning or impact at low speed, no injuries reported, manufacturer notified."
"The contact owns a 2012 Buick Enclave. The contact stated that the vehicle failed to start and all the warning lights illuminated. The contact mentioned that the battery was dead and was replaced. The failure persisted after the battery replacement. The vehicle was taken to the dealer (Schepel Buick GMC, 3209 w lincoln hwy, merrillville, in 46410, (219) 400-0115) where it was diagnosed that the body control module failed and needed to be replaced. The vehicle was repaired, but the failure recurred. The manufacturer was notified of the failure and provided no assistance. The failure mileage was 71,000.","Vehicle fails to start, warning lights illuminated, battery replaced but problem persists, body control module replaced but failure recurred, manufacturer notified, no assistance provided."
"The contact owns a 2005 Honda Accord. The contact stated that the vehicle hesitated to start without warning. The vehicle was taken to the dealer where it was diagnosed that the starter and battery needed to be replaced. The vehicle was repaired, but the failure recurred. The manufacturer was made aware of the failure. The failure mileage was approximately 138,000.","Vehicle hesitates to start, starter and battery replaced but failure recurred, manufacturer notified." 
"EXPLORER MAKES WHINING NOISE IN REAR END AT SPEEDS BETWEEN 45 AND 70 MPH. THE ABS LIGHT STAYS LIT CONTINUOUSLY EVEN AFTER HAVING THE BRAKE SYSTEM SERVICES. HAVE ALSO HAD FRONT WHEEL BEARINGS REPLACED ALL THIS SINCE THE VEHICLE REACHED 60000 MILES IT NOW HAS 86000 AND MECHANIC SAYS IT NEED A NEW REAR END.  ","Whining noise from rear end, ABS light stays lit, front wheel bearings replaced, needs new rear end."
"MY 2002 FORD EXPLORER WITH ONLY 40000 ORIGINAL MILES WAS MAKING NOISE WHEN IT WAS GOING UP A HILL OR DURING ACCELERATION. SINCE IT WAS NO LONGER UNDER WARRANTY I TOOK IT TO A TRANSMISSION REPAIR SHOP. IT NEEDED THE TRANSFER CASE TO BE REPLACED WHICH COST ME OVER $1600.  ","Transmission noise during acceleration, transfer case replacement."
"WE HAVE 2002 FORD EXPLORER SUV WITH ONLY 68K MILES AND WE HAD TO HAVE AN ENTIRELY NEW TRANSMISSION PUT IN ITJUST A YEAR AND A HALF EARLIER WITH LESS THAN 59K MILES WE HAD A NEW SHIFT SOLENOID REPLACED. A YEAR AND A HALF LATER THE TRANSMISSION STARTED DOING THE SAME THING AGAIN WHICH PROMPTED THE NEW TRANSMISSION .AT THE TRANSMISSION SHOP WE WERE INFORMED THAT THEY HAVE DONE NUMEROUS COMPLETE TRANSMISSION OVERHAULS ON THESE EXPLORERS AND JAGS WITH VERY LOW MILES JUST IN THE LAST SIX MONTHS. THIS EXPLORER HAS BEEN WELL MAINTAINED AND NOT DRIVEN THAT MUCH THAT IT WOULD HAVE NEEDED SUCH A MAJOR UNDERTAKING WITH SUCH LOW MILES. WE HAVE BEEN CHECKING AROUND AND TRANSMISSION SHOPS HAVE TOLD US THEY HAVE SEEN ALOT OF THE EXPLORERS LIKE OURS WITH LOW MILEAGE NEEDING COMPLETE REPLACEMENTS DON'T KNOW WHAT IT TAKES TO GET A RECALL INTO EFFECT BUT I AM HOPING THIS MIGHT BE A STEP THAT NEEDS TO BE TAKEN BY INDIVIDUALS. WE HAVE SPENT OVER $3500 IN THE LAST YEAR AND A HALF ON OUR EDDIE BAUER AND REGRET THE DAY WE PURCHASED IT. OUR 1986 CHEVY WAGON WITH 133K NEVER HAS GIVEN US ANY PROBLEM THIS BIG.  ","Transmission replacement after a year and a half, shift solenoid replaced, frequent transmission overhauls reported by transmission shops."
"I OWN A 2002 FORD EXPLORER THE MILES ON IT ARE 69013. THE TRANSMISSION WENT. I HAD TO HAVE IT REBUILT FOR 2129.60. WHEN I BROUGHT IT IN FOR SERVICE THE MECHANIC SAID THAT THIS HAS BEEN A PROBLEM WITH THIS MODEL AND THAT NOTHING HAS BEEN DONE. COULD SOMEONE CHECK INTO THIS. I FIND IT VERY HARD TO BELIEVE FOR A VEHICLE WITH SUCH LOW MILES TO HAVE TRANSMISSION PROBLEMS.  ","Transmission failure, rebuilt transmission, mechanic notes common problem with model."
"AROUND MARCH 2005 ON A SPRING BREAK TOOK MY 2002 FORD EXPLORER IN ABOUT 15 MILES OUT MY TOWN ONE OF THE TIRES THE RUBBER JUST SEPARATED FROM THE TIRE CAUSING THE TRUCK TO MOVE IN DIFFERENT DIRECTIONS BUT THANK GOD I WAS ABLE TO STEER TO THE RIGHT SIDE OF THE ROAD SINCE I JUST STARTED TO SPEED UP THE VEHICLE IT DID NOT FLIP THE TRUCKBUT CAUSED DAMAGED INSIDE THE TRUCK WHERE THE WHEEL IS LOCATED ALL BECAUSE A PIECE OF THE RUBBER SEPARATED FROM THE TIRE. THE EXPENSE WAS LESS THAN $200.00 BUT THE DRAMA WAS PRICELESS AND THE KIDS ALL WERE CRYING .I NEED INFORMATION ON THE RECALL TIRES OF MY TRUCK. THANK YOU.  ","Tire separation causing vehicle to move in different directions, damage to truck, request for tire recall information."
"BOUGHT 2002 EXPLORER IN 2003 WITH 12000 MILES. SERVICNG DEALER REPLACED TRANSMISSION AND TORQUE CONVERTER UNDER WARRANTY @ 32000 MILES AFTER O/D LIGHT STARTED FLASHING. NOW NEEDS ANOTHER TRANSMISSION @ 54000 MILES. CAR HAS ALWAYS BEEN SERVICED DRIVEN LIGHTLY NEVER TOWED NEVER ABUSED. DEALER WILL NOT PAY OR HELP OUT ONE BIT. FORD KNOWS 2002 EXPLORERS HAVE DEFECTIVE TRANSMISSIONS AND REAR ENDS IS IGNORING PROBLEM LEAVING CONSUMER TO ABSORB COST! HAVE ALSO HAD TO REPLACE TIMING CHAIN TENSIONER REAR WINDSHIELD WIPER ASSEMBLY AIR CONDITIONING UNIT UNDER WARRANTY. FRONT AND REAR WHEEL BEARINGS NEEDED REPLACING- OUT OF WARRANTY. REAR END IS MAKING CLASSIC ""HUMMING"" SOUND THAT FORD IS ALSO IGNORING-PINION GEARS.  ","Transmission and torque converter replaced under warranty, needs another transmission, rear end making humming sound, multiple repairs needed."
"2002 FORD EXPLORER XLT 4WD REAR END TROUBLES THIRD TIME HAVING WORK DONE ON THE REAR AXLE AND ASSEMBLY TROUBLED STARTED AT ABOUT 40000 AND NOW AT 72000 MILES. SEALS BEARINGS REAR AXLE. HUMMING AND WHINING NOISE FROM REAR END AT BOTH HIGHWAY SPEED AND CITY DRIVING. DEALER QUOTED OVER THE PHONE COULD RUN IN EXCESS OF $2000 FOR PARTS AND LABOR TOOK IT TO A LOCAL GARAGE SPENT $1032 DOLLARS FOR REPAIRS. REPLACED WITH DEALER ONLY PARTS NO SAVINGS THERE. FORD CLAIMS NO PROBLEMS WITH REAR END. ALL INDICATIONS IS THE PROBLEM WILL RETURN. I'M NOT CONVINCED THE PROBLEM IS FIXED.  ","Rear end troubles, multiple repairs on rear axle and assembly, humming and whining noise at various speeds."
"PERSISTENT QUALITY PROBLEMS: ENGINE TRANSMISSION POWER STEERING AIR COMPRESSOR AND RELATED SAFETY HAZARDS SUCH AS DEFECTIVE REAR HINGE.  ","Persistent quality problems including engine, transmission, power steering, air compressor, and defective rear hinge."
"2002 FORD EXPLORER W ABOUT 65000 MILES. JUST HAD THE TRANSMISSION SERVICED THE NEXT DAY OVERDRIVE LIGHT BLINKS..DRIVE IT HOME CALL FORD DEALER TAKE IT IN.. HAVE TO REPLACE TRANSMISSION @ $3500. SEEMS TO BE A PRETTY COMMON PROBLEM WITH THESE 2002'S
BEARINGS. NOTICED A CLUNKING COMING FROM THE FRONT. WAS TOLD I NEED NEW BEARINGS AND IT WOULD COST APPROXIMATELY $1200. ONLY 55K MILES.  ","Transmission serviced, overdrive light blinks, needs transmission replacement, clunking from front, needs new bearings."
"DT*: THE CONTACT STATED THE HUB BEARINGS ARE WEARING OUT LOCKING THE WHEEL UP CAUSING THE VEHICLE TO LOSE CONTROL ON THE ROAD. THE FRONT AND REAR WHEEL BEARINGS ARE BOTH WEARING OUT. THE DEALER DETERMINED THERE WAS NO WAY OF CHECKING THE HUB BEARINGS. BECAUSE HUB BEARINGS ARE SEALED THEY CAN'T BE GREASED OR SERVICED. THE CONTACT EXPRESSED THAT THE VEHICLE CAN'T BE SERVICE FOR THE HUB BEARINGS THEREFORE THERE IS NO WAY TO DETERMINE WHEN THIS MIGHT HAPPEN AGAIN AND CREATE A POTENTIALLY FATAL ACCIDENT. ","Hub bearings wearing out, locking wheel up, loss of control on the road."
"DT*: THE CONTACT STATED WHILE ATTEMPTING TO ROLL DOWN THE DRIVER'S SIDE FRONT WINDOW THE WINDOW WOULD NOT GO DOWN AND THE SMELL OF SMOKE APPEARED. THE SMOKE WAS COMING FROM THE CONSOLE AREA ON THE DRIVER'S SIDE DOOR. THE VEHICLE WAS PULLED OFF OF THE ROAD UNTIL THE SMOKE SUBSIDED. THE DEALERSHIP HAS NOT BEEN NOTIFIED.","Driver's side front window failure, smoke from console area."
"VEHICLE STARTED TO HESITATE WHEN SHIFTING WHINING NOISE FROM REAR END AS WELL. OVER DRIVE LIGHT ON THEN FINALLY VEHICLE STOPPED ENGAGING GEARS. 2002 EXPLORER HAS BEEN SITTING IN DRIVEWAY FOR ONE YEAR DUE TO TRANSMISSION FAILURE. FORD NOT WILLING TO FIX THE PROBLEM. VEHICLE HAS 58000 MILES. PRIOR TO THIS INCIDENT REAR HATCH WINDOW BLEW OUT TWO TIMES WITH THE SECOND TIME GLASS BLEW OFF SO VIOLENTLY IT DAMAGED PAINT ON NEW VEHICLE (DEALER AND FORD MANUFACTURER REFUSED TO PAY FOR REPAIR AND INSTRUCTED ME TO FILE INSURANCE CLAIM) DAMAGE TO OTHER CAR WAS CLEARLY DUE TO DEFECT IN WINDOW HATCH MECHANISM AND THEY SHOULD PAY. NOTHING HAS BEEN DONE. ","Transmission hesitation, whining noise from rear end, overdrive light on, vehicle stopped engaging gears, rear hatch window blew out twice."
"DT*: THE CONTACT STATED WHILE DRIVING THE VEHICLE 25-35 MPH THERE WAS A SOUND LIKE AN EXPLOSION COMING FROM THE ENGINE. THE VEHICLE WAS TOWED TO A GARAGE WHERE THE GARAGE DETERMINED A SPARK PLUG HAD BLOWN OUT. THE DEALERSHIP DETERMINED THIS WAS A VERY COMMON PROBLEM WITH THESE VEHICLES. THE DEALERSHIP ALSO INFORMED THE CONTACT THAT ONCE THIS HAPPENS IT KEEPS HAPPENING AND EVENTUALLY THE ENGINE WILL NEED TO BE REPLACED.  THE COIL WAS DAMAGED WHEN THE SPAR PLUG FAILED. UPDATED 08/08/06. ","Engine explosion sound, spark plug blown out, common problem with vehicles, damaged coil."
"TRANSFER CASE FAILURE. DEALER-TED BRITT FAIRFAX VA REFUSES TO COVER UNDER POWER TRAIN WARRANTY.  ","Transfer case failure, dealer refuses warranty coverage."
"STEERING COLUMN JAMMED TWICE. FIRST TIME UNDER THE WARRANTY THEN 1 YEAR LATER NOT COVERED BY WARRANTY. FATHER HAS SAME VEHICLE MAKE AND MODEL YEAR HE HAD TWO PUT IN HIS ALSO. REAR END WENT.  HAD TO REPLACE TWO AXLES ALREADY.  ","Steering column jammed twice, rear end failure, replaced two axles."
"I JUST BOUGHT A 2002 FORD EXPLORER WITH 74000 MILES ON IT. I HAVE HAD IT FOR JUST LONG ENOUGH TO DISCOVER A FEW PROBLEMS WITH IT AND HAVE DONE ENOUGH RESEARCH TO KNOW THAT I AM NOT THE ONLY ONE BY FAR WITH THE SAME PROBLEMS. I AM NOT SURE WHAT CAUSES THE PROBLEMS THAT I AM EXPERIENCING I JUST KNOW THAT LOTS OF OTHER PEOPLE ARE ALSO HAVING THESE PROBLEMS. FIRST OF ALL THERE IS A LEAK IN MY REAR DIFFERENTIAL. MY TRUCK IS CURRENTLY IN THE SHOP FOR THAT NOW - HOWEVER THE SHOP MGR REFUSES TO FIX THE LEAK UNTIL THE REAR END BREAKS.... WHICH WILL COST MORE AND CAUSE MORE REPAIRS THAN NECESSARY AT THE CURRENT TIME. MY SECOND PROBLEM - WHICH THE SERVICE MGR AGAIN REFUSES TO FIX UNTIL IT BREAKS IS WITH THE TIMING CHAIN TENSIONER - WHICH LEADS TO TRANSMISSION PROBLEMS WHICH ARE ALSO VERY COSTLY. I HAVE DONE MY HOMEWORK ON THIS SITUATION SINCE I HAVE BEEN FORCED TO AND I AM SEEING OVER AND OVER AND OVER AGAIN REPLACED THE REAR END ON MY 2002 EXPLORER (MULTIPLE TIMES ON THE SAME VEHICLE) AND I AM SEEING OVER AND OVER AND OVER AGAIN NEW TRANSMISSION ON MY 2002 EXPLORER (AGAIN MULTIPLE TIMES ON THE SAME VEHICLE). I DON'T KNOW IF ANYONE ELSE KNOWS ABOUT THIS SITE OR I'M SURE THAT HUNDREDS OF THE SAME KIND OF COMPLAINTS WOULD BE FILED WITH YOU.... SOMEONE REALLY NEEDS TO LOOK IN TO THISROBLEM BECAUSE FORD IS AWFUL PROUD OF THEIR VEHICLES AND I AM PAYING A HEFTY CHUNK OF MONEY FOR MINE AS ARE THE TONS OF OTHER PEOPLE OUT THERE WITH THE SAME PROBLEMS WHO JUST MAY NOT KNOW HOW TO GO ABOUT GETTING SOMETHING DONE REGARDING THIS PROBLEM... I'M SPEAKING NOT ONLY FOR MYSELF BUT FOR LOADS OF OTHER PEOPLE WITH THE SAME PROBLEMS. PLEASE LOOK INTO THIS PROBLEM I BEG YOU!! I DON'T WANT TO BE ON THE SIDE OF THE ROAD WITH MY BABIES (4 & 5 YRS OLD) PRAYING THAT THE RIGHT PERSON STOPS TO HELP ME AND NOT THE ONE WITH BAD INTENTIONS!! SOMETHING NEEDS TO BE DONE ABOUT THIS - FORD HAS GOT OBVIOUS DRIVE TRAIN PROBLEMS!!! THANK YOU FOR YOUR ATTENTION IN THIS MATTER!  ","Leak in rear differential, timing chain tensioner problem leading to transmission issues, repeated rear end and transmission replacements."
"DT*: THE CONTACT STATED WHILE OPENING THE BACK WINDOW THE LEFT SIDE HINGE FELL OFF. THE WINDOW WAS HANGING BY ONE HINGE. AN ATTEMPT WAS MADE TO SECURE THE WINDOW BUT WHILE THE WINDOW WAS BEING ADJUSTED THE RIGHT HINGE FELL OFF. THE WIRING FROM THE BACK WINDSHIELD WIPER HELD THE WINDOW IN PLACE AND KEPT THE WINDOW FROM FALLING TO THE GROUND. THE DEALERSHIP HAS BEEN INFORMED AND DETERMINED THE HINGES WERE STRIPPED. THE DEALERSHIP RECOMMENDED A REPLACEMENT HINGE KIT TO REPAIR THE WINDOW.","Back window hinge fell off, wiring held window in place."
"DT*: THE CONTACT STATED THAT THE SPARE TIRE CABLE BRACKET THAT HOLDS UP THE SPARE TIRE FRACTURED AND COMPLETELY DETACHED. THE SPARE TIRE DROPPED FROM THE VEHICLE AND WAS HIT BY ANOTHER VEHICLE.  THE DEALER AND THE MANUFACTURE WAS ALERTED BUT THE MANUFACTURER DENIED THE CLAIM. ","Spare tire cable bracket fractured and detached, spare tire dropped from vehicle."
"TRANSMISSION FAILS TO ACT ON ACCELERATION INTO TRAFFIC THERE IS A DELAY IN SPEED PICK UP WHICH CAN CAUSE A NEAR REAR END COLLISION WITH OTHER VEHICLES. NOT SURE IF IT IS THE ON BOARD COMPUTER OR A FAILURE OF THE LOW PRESSURE SEALS AS DISCUSSED WITH CAR DEALERSHIP.  ","Transmission fails to act on acceleration, delay in speed pickup, potential near rear end collision."
"2002 FORD EXPLORER. ABS LIGHT CAME ON INTERMITTENTLY BEGINNING IN 2005 ONLY AFTER EXTENDED TRIPS (ABOUT 60+ MILES) THEN CAME ON AND STAYED ON IN 4-2006. THE ABS SENSOR AND BRAKE SWITCH HAD TO BE REPLACED. MY MECHANIC SAID FORD HAD A RECALL. BUT WHEN I CONTACTED THE DEALER THEY SAID IT WAS ONLY ON A CERTAIN TRUCK.  ","ABS light came on intermittently, ABS sensor and brake switch replaced, recall issue."
"2002 EXPLORER HAS PROBLEMS PICKING UP SPEED AND OVER USE OF GAS. *TS THE CONSUMER ALSO HAD PROBLEMS WITH THE TRANSMISSION GEAR ADJUSTMENT DIFFICULT HIGH ALTITUDE DRIVING EVEN AFTER GEAR CHANGE AIR SUCTION INTO THE ENGINE AND TRANSMISSION ACCELERATOR AND SES LIGHT ILLUMINATED. THE VEHICLE WAS TAKEN TO THE DEALER BUT THEY REFUSED TO PROVIDE ANY ASSISTANCE. UPDATED 07/06/06. ","Difficulty picking up speed, overuse of gas, transmission gear adjustment problem, SES light illuminated."
"AUTOMATIC DOOR LOCK SYSTEM.  ","Automatic door lock system issue."
"OVERDRIVE LIGHT BEGAN TO FLASH THEN SHIFTING BECAME VERY DIFFICULT BECOMING INCREASINGLY WORSE TO THE POINT OF NOT SHIFTING AT ALL. NOTICEABLY JERKS WHEN SHIFTING INTO REVERSE. LOTS OF WHINING NOISE FROM UNDER THE VEHICLE. ALSO REAR DIFFERENTIAL MAKES LOUD WHINE/ROAR AT SPEEDS ABOVE 30 AND AT ACCELERATION. I UNDERSTAND THESE ARE VERY COMMON COMPLAINTS AMONG EXPLORER OWNERS AND CAN BE VERY COSTLY. MOST TRANSMISSION REPAIR PEOPLE TELL ME THAT IT IS A MANUFACTURING DEFECT AND THAT FORD SHOULD FIX IT.  ","Overdrive light flashing, difficult shifting, jerking when shifting into reverse, whining noise from under the vehicle, loud whine/roar from rear differential."
"2002 FORD EXPLORER XLT 56000 MILES. WHINING FROM REAR DIFFERENTIAL BETWEEN 40-60 MPH. WHINING GOES AWAY IF PRESSURE IS REDUCED FROM ACCELERATOR OR IF SPEED IS GREATER THAN 60 MPH. SOME LEAKING OF REAR DIFFERENTIAL FLUID AROUND DRIVESHAFT PINION SEAL. ALSO HAD TRANSMISSION REBUILT AT 54000 MILES DUE TO ROUGH SHIFTING FROM 3 TO 4. TRANSMISSION WAS NOT COVERED UNDER 36000 MILE WARRANTY. IN MY RESEARCH I HAVE UNCOVERED MANY OTHER 2002/2003 EXPLORER OWNERS WITH SIMILAR WHINING REAR DIFFERENTIAL ISSUES. WOULD SEEM THAT SINCE THERE ARE MANY OTHERS HAVING THE SAME ISSUE THAT THERE IS SOME DESIGN/MATERIALS FLAW IN THE REAR END GEARBOX CAUSING THIS ISSUE. I WILL BE FORCED TO REPLACE THE REAR END IN ADDITION TO THE TRANSMISSION IF THERE IS NO REMEDY FROM FORD.  ","Whining from rear differential, leaking rear differential fluid, transmission rebuilt due to rough shifting."
"TRANSMISSION WENT BAD WHEN ONLY 3 YEARS OLD FORD TOLD ME THAT IT'S A KNOWN PROBLEM.  ","Transmission failure at 3 years old, known problem."
"AUTOMATIC TRANSMISSION ON 2002 FORD EXPLORER 4WD EDDIE BAUER AT 85450 MILES - 3RD GEAR CLUTCH OUT AND REQUIRES REBUILD.  ","Automatic transmission on 2002 Ford Explorer Eddie Bauer needs rebuild due to 3rd gear clutch out."
"CRACKING IN PANEL BELOW REAR WINDOW OF MY 2002 FORD EXPLORER. I FEAR THE NATURE OF THE CRACK HAS INCREASED THE POSSIBILITY FOR THE REAR WINDOW TO FALL OUT DURING DRIVING. CRACK HAS JUST APPEARED DUE TO NO CONSEQUENCE OR MISUSE. THIS APPARENTLY IS BECOMING A COMMON PROBLEM FOR THIS VEHICLE. ","Cracking in panel below rear window, increased possibility of rear window falling out."
"2002 FORD EXPLORER. HAVE TO REPLACE FRONT AND REAR WHEEL BEARINGS.  ","Replacement of front and rear wheel bearings."
